record_id,source_file,source_stem,run_timestamp,Name,dp_index,P27,P46,P47,P50,P51,P52,P39,P40,P45,P56,P59,P60,P61,P62,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,distance_to_ideal
8,calc1.csv,calc1,07/18/2024 10:57:36,DP 7,7,0.75,5,1000,4.933439611946806e-06,8.502289077828646e-08,750.0,0.0261758350999999,0.0072748208881,7.400999999995773e-05,3.5051298700000003e-06,7.217999999997726e-05,0.0336003511179699,0.0208927319,0.0544930830179699,0.20972058,752.28088,-0.0072787989,-3.9780119e-06,0.0012069591,-4.7288203e-07,0.75000183,-0.033454634,0.75007401,-0.022099691,291.72497,0.11144664,752.94253,0.96645016,753.29597,752.18538,218.7937275,0.20972058,0.96645016,0.033549842,0.20287295,0.96289298,0.037107018,0.7142857142857143,35.686008,92.612551,0.9914649330373303
23,j-cell-40x40-xchem2t-dp-params-3.csv,j-cell-40x40-xchem2t-dp-params-3,07/18/2024 10:52:40,DP 7,7,0.75,5,1000,4.933439611946806e-06,8.502289077828646e-08,750.0,0.0261758350999999,0.0072748208881,7.400999999995773e-05,3.5051298700000003e-06,7.217999999997726e-05,0.0336003511179699,0.0208927319,0.0544930830179699,0.20972058,752.28088,-0.0072787989,-3.9780119e-06,0.0012069591,-4.7288203e-07,0.75000183,-0.033454634,0.75007401,-0.022099691,291.72497,0.11144664,752.94253,0.96645016,753.29597,752.18538,218.7937275,0.20972058,0.96645016,0.033549842,0.20287295,0.96289298,0.037107018,0.7142857142857143,35.686008,92.612551,0.9914649330373303
7,calc1.csv,calc1,07/18/2024 10:57:36,DP 6,6,0.8,5,1000,4.933439611946806e-06,8.502289077828646e-08,750.0,0.0205689916999999,0.0056684869199,5.719999999997949e-05,2.70979726e-06,5.578000000006078e-05,0.02635316841716,0.01886951553,0.04522268394716,0.209784,751.55952,-0.0056715623,-3.0753801e-06,0.00093073447,-3.6558284e-07,0.80000142,-0.026240554,0.8000572,-0.01980025,225.53033,0.10964477,752.01619,0.96725566,752.25789,751.49782,180.424264,0.209784,0.96725566,0.032744341,0.2045089,0.96451074,0.035489263,0.7619047619047618,35.649286,92.418353,0.9929768870049953
22,j-cell-40x40-xchem2t-dp-params-3.csv,j-cell-40x40-xchem2t-dp-params-3,07/18/2024 10:52:40,DP 6,6,0.8,5,1000,4.933439611946806e-06,8.502289077828646e-08,750.0,0.0205689916999999,0.0056684869199,5.719999999997949e-05,2.70979726e-06,5.578000000006078e-05,0.02635316841716,0.01886951553,0.04522268394716,0.209784,751.55952,-0.0056715623,-3.0753801e-06,0.00093073447,-3.6558284e-07,0.80000142,-0.026240554,0.8000572,-0.01980025,225.53033,0.10964477,752.01619,0.96725566,752.25789,751.49782,180.424264,0.209784,0.96725566,0.032744341,0.2045089,0.96451074,0.035489263,0.7619047619047618,35.649286,92.418353,0.9929768870049953
6,calc1.csv,calc1,07/18/2024 10:57:36,DP 5,5,0.85,5,1000,4.933439611946806e-06,8.502289077828646e-08,750.0,0.0153724584999999,0.0042087470765,4.219000000005302e-05,1.99964766e-06,4.113999999999506e-05,0.01966653522416,0.01651714032,0.03618367554416,0.20984062,750.9988,-0.0042110165,-2.2694235e-06,0.00068546568,-2.6977584e-07,0.85000105,-0.019583475,0.85004219,-0.017202606,166.4254,0.10826127,751.29609,0.96797488,751.45142,750.96291,141.46159,0.20984062,0.96797488,0.03202512,0.20595898,0.96595213,0.034047866,0.8095238095238095,35.622351,92.257744,0.9944810949002788
21,j-cell-40x40-xchem2t-dp-params-3.csv,j-cell-40x40-xchem2t-dp-params-3,07/18/2024 10:52:40,DP 5,5,0.85,5,1000,4.933439611946806e-06,8.502289077828646e-08,750.0,0.0153724584999999,0.0042087470765,4.219000000005302e-05,1.99964766e-06,4.113999999999506e-05,0.01966653522416,0.01651714032,0.03618367554416,0.20984062,750.9988,-0.0042110165,-2.2694235e-06,0.00068546568,-2.6977584e-07,0.85000105,-0.019583475,0.85004219,-0.017202606,166.4254,0.10826127,751.29609,0.96797488,751.45142,750.96291,141.46159,0.20984062,0.96797488,0.03202512,0.20595898,0.96595213,0.034047866,0.8095238095238095,35.622351,92.257744,0.9944810949002788
49,j-cell-40x40-xchem2t-dp-params-5.csv,j-cell-40x40-xchem2t-dp-params-5,07/18/2024 18:06:15,DP 3,3,0.95,10,1000,9.866879223893611e-06,8.502289077828646e-08,800.0,0.0063246755,0.0027012739808,3.921000000006725e-05,1.85663709e-06,3.823999999996719e-05,0.00910525611789,0.02368092707,0.03278618318789,0.20992602,800.25227,-0.0027033811,-2.1071192e-06,0.00072318793,-2.5048211e-07,0.95000097,-0.0090280566,0.95003921,-0.024404115,154.52258,0.24431546,800.55478,0.96811972,800.63643,800.38615,146.796451,0.20992602,0.96811972,0.031880278,0.20646534,0.96630637,0.033693626,0.9047619047619044,92.810091,98.28901,0.9946421463342185
5,calc1.csv,calc1,07/18/2024 10:57:36,DP 4,4,0.9,5,1000,4.933439611946806e-06,8.502289077828646e-08,750.0,0.0106460419,0.0029004803501,2.892999999992707e-05,1.37169218e-06,2.8209999999972976e-05,0.0136050339422798,0.01366337608,0.0272684100222799,0.20989068,750.57809,-0.0029020371,-1.5567499e-06,0.00046950692,-1.8505772e-07,0.90000072,-0.013548079,0.90002893,-0.014132883,114.16148,0.10723294,750.75575,0.96861085,750.84655,750.56129,102.745332,0.20989068,0.96861085,0.031389148,0.20723376,0.96722468,0.03277532,0.8571428571428572,35.600709,92.127272,0.9959559215782463
20,j-cell-40x40-xchem2t-dp-params-3.csv,j-cell-40x40-xchem2t-dp-params-3,07/18/2024 10:52:40,DP 4,4,0.9,5,1000,4.933439611946806e-06,8.502289077828646e-08,750.0,0.0106460419,0.0029004803501,2.892999999992707e-05,1.37169218e-06,2.8209999999972976e-05,0.0136050339422798,0.01366337608,0.0272684100222799,0.20989068,750.57809,-0.0029020371,-1.5567499e-06,0.00046950692,-1.8505772e-07,0.90000072,-0.013548079,0.90002893,-0.014132883,114.16148,0.10723294,750.75575,0.96861085,750.84655,750.56129,102.745332,0.20989068,0.96861085,0.031389148,0.20723376,0.96722468,0.03277532,0.8571428571428572,35.600709,92.127272,0.9959559215782463
4,calc1.csv,calc1,07/18/2024 10:57:36,DP 3,3,0.95,5,1000,4.933439611946806e-06,8.502289077828646e-08,750.0,0.0064742904,0.00175781055308,1.7470000000074926e-05,8.2856322e-07,1.7040000000023703e-05,0.0082674395163001,0.0100916015699999,0.0183590410863001,0.20993397,750.27977,-0.0017587509,-9.4034692e-07,0.00028329843,-1.117837e-07,0.95000043,-0.0082330413,0.95001747,-0.0103749,68.957569,0.10650879,750.37259,0.96916091,750.41774,750.27637,65.50969055,0.20993397,0.96916091,0.030839089,0.20833149,0.96832414,0.031675863,0.9047619047619048,35.587594,92.024526,0.9973710093755049
19,j-cell-40x40-xchem2t-dp-params-3.csv,j-cell-40x40-xchem2t-dp-params-3,07/18/2024 10:52:40,DP 3,3,0.95,5,1000,4.933439611946806e-06,8.502289077828646e-08,750.0,0.0064742904,0.00175781055308,1.7470000000074926e-05,8.2856322e-07,1.7040000000023703e-05,0.0082674395163001,0.0100916015699999,0.0183590410863001,0.20993397,750.27977,-0.0017587509,-9.4034692e-07,0.00028329843,-1.117837e-07,0.95000043,-0.0082330413,0.95001747,-0.0103749,68.957569,0.10650879,750.37259,0.96916091,750.41774,750.27637,65.50969055,0.20993397,0.96916091,0.030839089,0.20833149,0.96832414,0.031675863,0.9047619047619048,35.587594,92.024526,0.9973710093755049
48,j-cell-40x40-xchem2t-dp-params-5.csv,j-cell-40x40-xchem2t-dp-params-5,07/18/2024 18:06:15,DP 2,2,1.0,10,1000,9.866879223893611e-06,8.502289077828646e-08,800.0,0.002749711,0.00117014690664,1.6900000000097393e-05,8.021704299999999e-07,1.650000000008589e-05,0.0039540600770701,0.01299878511,0.0169528451870701,0.20996804,800.01722,-0.0011710573,-9.1039336e-07,0.00031196889,-1.0822293e-07,1.0000004,-0.0039207683,1.0000169,-0.013310754,66.760919,0.24279004,800.15,0.96918764,800.17481,800.09961,66.760919,0.20996804,0.96918764,0.030812359,0.20847453,0.96840451,0.03159549,0.9523809523809524,92.779416,98.123545,0.9973904961996222
18,j-cell-40x40-xchem2t-dp-params-3.csv,j-cell-40x40-xchem2t-dp-params-3,07/18/2024 10:52:40,DP 2,2,1.0,5,1000,4.933439611946806e-06,8.502289077828646e-08,750.0,0.0029291665999999,0.00079351550256,7.899999999949614e-06,3.73241682e-07,7.700000000054885e-06,0.003738655344242,0.0055790972,0.009317752544242,0.20997026,750.08593,-0.0007939391,-4.2359744e-07,0.0001275207,-5.0355758e-08,1.0000002,-0.0037231057,1.0000079,-0.0057066179,31.061668,0.10604046,750.1236,0.96962204,750.13913,750.09116,31.061668,0.20997026,0.96962204,0.030377959,0.20924908,0.96924525,0.030754747,0.9523809523809524,35.578047,91.947076,0.9987083283946794
35,j-cell-40x40-xchem2t-dp-params-4.csv,j-cell-40x40-xchem2t-dp-params-4,07/19/2024 09:19:35,DP 4,4,0.9,10,1000,9.866879223893611e-06,8.502289077828646e-08,700.0,0.008105514,0.00137867766035,8.400000000019503e-06,3.98919839e-07,8.190000000074527e-06,0.009501180580189,0.00460803603,0.014109216610189,0.20998411,700.01046,-0.0013791304,-4.5273965e-07,0.00011869837,-5.3819811e-08,0.90000021,-0.0094846444,0.9000084,-0.0047267344,33.199215,0.040958104,700.10996,0.96959603,700.12823,700.0729,29.879293500000003,0.20998411,0.96959603,0.03040397,0.20919015,0.96917862,0.030821377,0.8571428571428571,81.180941,85.82171,0.9987945922042689
47,j-cell-40x40-xchem2t-dp-params-5.csv,j-cell-40x40-xchem2t-dp-params-5,07/18/2024 18:06:15,DP 1,1,1.03,10,1000,9.866879223893611e-06,8.502289077828646e-08,800.0,0.00101994931,0.00043346204119,6.299999999903605e-06,2.96893372e-07,6.100000000008876e-06,0.0014661082445619,0.00546945921,0.0069355674545619,0.20998817,799.93145,-0.00043379899,-3.3694881e-07,0.00011538219,-4.0055438e-08,1.0300002,-0.0014537483,1.0300063,-0.0055848414,24.707406,0.24223546,800.0023,0.96969936,800.00638,799.99508,25.44862818,0.20998817,0.96969936,0.030300639,0.20943565,0.96940958,0.030590423,0.9809523809523808,92.769372,98.049731,0.9989380164740194
2,calc1.csv,calc1,07/18/2024 10:57:36,DP 1,1,1.03,5,1000,4.933439611946806e-06,8.502289077828646e-08,750.0,0.00110377158,0.00029876023936,2.9999999999752447e-06,1.4043329000000004e-07,2.899999999916858e-06,0.0014085722526498,0.002359950513,0.0037685227656498,0.20998881,750.0115,-0.00029891962,-1.5938064e-07,4.7958187e-05,-1.894735e-08,1.0300001,-0.0014026912,1.030003,-0.0024079087,11.685294,0.10586107,750.02798,0.96985782,750.03214,750.01978,12.03585282,0.20998881,0.96985782,0.030142182,0.2097176,0.96971609,0.030283907,0.9809523809523808,35.575113,91.911292,0.9994836730926967
17,j-cell-40x40-xchem2t-dp-params-3.csv,j-cell-40x40-xchem2t-dp-params-3,07/18/2024 10:52:40,DP 1,1,1.03,5,1000,4.933439611946806e-06,8.502289077828646e-08,750.0,0.00110377158,0.00029876023936,2.9999999999752447e-06,1.4043329000000004e-07,2.899999999916858e-06,0.0014085722526498,0.002359950513,0.0037685227656498,0.20998881,750.0115,-0.00029891962,-1.5938064e-07,4.7958187e-05,-1.894735e-08,1.0300001,-0.0014026912,1.030003,-0.0024079087,11.685294,0.10586107,750.02798,0.96985782,750.03214,750.01978,12.03585282,0.20998881,0.96985782,0.030142182,0.2097176,0.96971609,0.030283907,0.9809523809523808,35.575113,91.911292,0.9994836730926967
32,j-cell-40x40-xchem2t-dp-params-4.csv,j-cell-40x40-xchem2t-dp-params-4,07/19/2024 09:19:35,DP 1,1,1.03,10,1000,9.866879223893611e-06,8.502289077828646e-08,700.0,0.00099938511,0.000169782099534,9.999999999177332e-07,4.9069274500000004e-08,9.999999999177332e-07,0.0011712162788083,0.000762338362,0.0019335546408083,0.20999805,699.92201,-0.00016983779,-5.5690466e-08,1.4587158e-05,-6.6211915e-09,1.03,-0.0011692229,1.030001,-0.00077692552,4.0813354,0.040832344,699.95943,0.96995034,699.96756,699.95647,4.203775462,0.20999805,0.96995034,0.030049655,0.20990056,0.96989906,0.03010094,0.980952380952381,81.168565,85.769512,0.9998176841917438
