record_id,source_file,source_stem,run_timestamp,Name,dp_index,P27,P46,P47,P50,P51,P52,P39,P40,P45,P56,P59,P60,P61,P62,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91
22,j-cell-40x40-xchem2t-dp-params-3.csv,j-cell-40x40-xchem2t-dp-params-3,07/18/2024 10:52:40,DP 6,6,0.8,5,1000,4.933439611946806e-06,8.502289077828646e-08,750.0,0.0205689916999999,0.0056684869199,5.719999999997949e-05,2.70979726e-06,5.578000000006078e-05,0.02635316841716,0.01886951553,0.04522268394716,0.209784,751.55952,-0.0056715623,-3.0753801e-06,0.00093073447,-3.6558284e-07,0.80000142,-0.026240554,0.8000572,-0.01980025,225.53033,0.10964477,752.01619,0.96725566,752.25789,751.49782,180.424264,0.209784,0.96725566,0.032744341,0.2045089,0.96451074,0.035489263,0.7619047619047618,35.649286,92.418353
23,j-cell-40x40-xchem2t-dp-params-3.csv,j-cell-40x40-xchem2t-dp-params-3,07/18/2024 10:52:40,DP 7,7,0.75,5,1000,4.933439611946806e-06,8.502289077828646e-08,750.0,0.0261758350999999,0.0072748208881,7.400999999995773e-05,3.5051298700000003e-06,7.217999999997726e-05,0.0336003511179699,0.0208927319,0.0544930830179699,0.20972058,752.28088,-0.0072787989,-3.9780119e-06,0.0012069591,-4.7288203e-07,0.75000183,-0.033454634,0.75007401,-0.022099691,291.72497,0.11144664,752.94253,0.96645016,753.29597,752.18538,218.7937275,0.20972058,0.96645016,0.033549842,0.20287295,0.96289298,0.037107018,0.7142857142857143,35.686008,92.612551
24,j-cell-40x40-xchem2t-dp-params-3.csv,j-cell-40x40-xchem2t-dp-params-3,07/18/2024 10:52:40,DP 8,8,0.7,5,1000,4.933439611946806e-06,8.502289077828646e-08,750.0,0.0321669538999999,0.0090356953773,9.287000000002264e-05,4.396574819999999e-06,9.057000000001204e-05,0.04139048585212,0.0227176285999999,0.06410811445212,0.20964949,753.19013,-0.0090406851,-4.9897227e-06,0.0015187564,-5.9314788e-07,0.7000023,-0.041207639,0.70009287,-0.024236385,365.9189,0.11375349,754.11007,0.96554731,754.60537,753.05111,256.14323,0.20964949,0.96554731,0.034452691,0.20102305,0.96107475,0.038925251,0.6666666666666666,35.732884,92.845623
25,j-cell-40x40-xchem2t-dp-params-3.csv,j-cell-40x40-xchem2t-dp-params-3,07/18/2024 10:52:40,DP 9,9,0.65,5,1000,4.933439611946806e-06,8.502289077828646e-08,750.0,0.038550172,0.010974018608,0.0001142199999999,5.40517302e-06,0.0001113899999999,0.0497552057810198,0.0244487038,0.0742039095810198,0.20956903,754.32578,-0.010980153,-6.134392e-06,0.0018746322,-7.2921898e-07,0.65000283,-0.049530325,0.65011422,-0.026323336,449.8641,0.11669114,755.56805,0.96452578,756.24212,754.13085,292.411665,0.20956903,0.96452578,0.035474215,0.19890819,0.95901053,0.040989466,0.619047619047619,35.786731,93.125599
26,j-cell-40x40-xchem2t-dp-params-3.csv,j-cell-40x40-xchem2t-dp-params-3,07/18/2024 10:52:40,DP 10,10,0.6,5,1000,4.933439611946806e-06,8.502289077828646e-08,750.0,0.04536928,0.0131322375749,0.0001388199999999,6.56652673e-06,0.0001353799999999,0.0587822841016298,0.0261810974,0.0849633815016298,0.20947638,755.74515,-0.01313969,-7.4524251e-06,0.0022888266,-8.8589837e-07,0.60000344,-0.05850897,0.60013882,-0.028469924,546.52332,0.12045301,757.39021,0.96334953,758.29026,755.47819,327.913992,0.20947638,0.96334953,0.03665047,0.19644268,0.95662383,0.043376169,0.5714285714285714,35.861183,93.464912
27,j-cell-40x40-xchem2t-dp-params-3.csv,j-cell-40x40-xchem2t-dp-params-3,07/18/2024 10:52:40,DP 11,11,0.55,5,1000,4.933439611946806e-06,8.502289077828646e-08,750.0,0.052713844,0.0155828355039,0.0001679599999999,7.9402667e-06,0.0001638,0.0686363797706,0.0280197956,0.0966561753706,0.20936675,757.53868,-0.015591847,-9.0114961e-06,0.0027852474,-1.0712294e-06,0.55000416,-0.068305691,0.55016796,-0.030805043,660.85884,0.12535292,759.69242,0.96195816,760.88203,757.17721,363.472362,0.20936675,0.96195816,0.038041845,0.19348368,0.95378659,0.046213407,0.5238095238095238,35.955673,93.88347
28,j-cell-40x40-xchem2t-dp-params-3.csv,j-cell-40x40-xchem2t-dp-params-3,07/18/2024 10:52:40,DP 12,12,0.5,5,1000,4.933439611946806e-06,8.502289077828646e-08,750.0,0.0607466839999999,0.018453581985,0.0002039099999999,9.6324863e-06,0.0001988699999999,0.0796126784712999,0.0301117873,0.1097244657712999,0.20923166,759.86156,-0.018464514,-1.0932015e-05,0.0034068017,-1.2995287e-06,0.50000504,-0.079211198,0.50020391,-0.033518589,801.69976,0.13194874,762.67364,0.9602442,764.24487,759.37199,400.84988,0.20923166,0.9602442,0.039755797,0.18977519,0.95027065,0.049729347,0.4761904761904761,36.078424,94.415788
29,j-cell-40x40-xchem2t-dp-params-3.csv,j-cell-40x40-xchem2t-dp-params-3,07/18/2024 10:52:40,DP 13,13,0.4,5,1000,4.933439611946806e-06,8.502289077828646e-08,750.0,0.080519524,0.026826151165,0.0003218399999999,1.5159632e-05,0.0003139099999999,0.1079965847969999,0.0365250067,0.1445215914969999,0.20879013,767.75567,-0.026843356,-1.7204835e-05,0.0055159053,-2.045203e-06,0.40000793,-0.10736288,0.40032184,-0.042040912,1261.7138,0.15660396,772.80213,0.95464588,775.72386,766.78637,504.68552,0.20879013,0.95464588,0.045354125,0.17720451,0.93863929,0.061360714,0.3809523809523809,36.49621,96.195548
30,j-cell-40x40-xchem2t-dp-params-3.csv,j-cell-40x40-xchem2t-dp-params-3,07/18/2024 10:52:40,DP 14,14,0.3,5,1000,4.933439611946806e-06,8.502289077828646e-08,750.0,0.03394266,0.18026899916,0.00784505,0.0002418179319999,0.00771853,0.230017057092,0.3232196599999999,0.553236717092,0.19025866,1002.8957,-0.18054344,-0.00027444084,0.16356501,-3.2622908e-05,0.30012652,-0.2144861,0.30784505,-0.48678467,20125.538,6.1964382,1085.9781,0.72502225,1124.9022,1002.0647,6037.6614,0.19025866,0.72502225,0.27497775,0.085346733,0.53446346,0.46553654,0.2857142857142857,48.307712,158.04929
31,j-cell-40x40-xchem2t-dp-params-4.csv,j-cell-40x40-xchem2t-dp-params-4,07/19/2024 09:19:35,DP 0,0,1.05,10,1000,9.866879223893613e-06,8.502289077828646e-08,700.0,2.1309159999999973e-07,-4.225443492792e-06,0.0,1.46292355e-11,0.0,-4.0123372635565e-06,1.683446106e-07,-3.8439926529565e-06,0.21,699.91544,4.2254268e-06,-1.6692792e-11,2.3817694e-09,-2.0635565e-12,1.05,4.0123352e-06,1.05,-1.7072638e-07,0.00091955437,0.040823021,699.94826,0.96999999,699.95952,699.94394,0.0009655320885,0.21,0.96999999,0.030000008,0.20999994,0.96999999,0.030000015,1.0,81.166,85.763396
32,j-cell-40x40-xchem2t-dp-params-4.csv,j-cell-40x40-xchem2t-dp-params-4,07/19/2024 09:19:35,DP 1,1,1.03,10,1000,9.866879223893613e-06,8.502289077828646e-08,700.0,0.00099938511,0.000169782099534,9.999999999177332e-07,4.9069274500000004e-08,9.999999999177332e-07,0.0011712162788083,0.000762338362,0.0019335546408083,0.20999805,699.92201,-0.00016983779,-5.5690466e-08,1.4587158e-05,-6.6211915e-09,1.03,-0.0011692229,1.030001,-0.00077692552,4.0813354,0.040832344,699.95943,0.96995034,699.96756,699.95647,4.203775462,0.20999805,0.96995034,0.030049655,0.20990056,0.96989906,0.03010094,0.980952380952381,81.168565,85.769512
33,j-cell-40x40-xchem2t-dp-params-4.csv,j-cell-40x40-xchem2t-dp-params-4,07/19/2024 09:19:35,DP 2,2,1.0,10,1000,9.866879223893613e-06,8.502289077828646e-08,700.0,0.0025495759,0.00043321183256,2.5999999999637424e-06,1.25178318e-07,2.499999999905356e-06,0.0029880129108778,0.001810942747,0.0047989556578778,0.20999501,699.93521,-0.0004333539,-1.4206744e-07,3.7231653e-05,-1.6889122e-08,1.0000001,-0.0029829298,1.0000026,-0.0018481744,10.415888,0.040851097,699.98191,0.96987326,699.98374,699.98078,10.415888,0.20999501,0.96987326,0.030126736,0.20974615,0.96974236,0.030257638,0.9523809523809522,81.170184,85.779625
34,j-cell-40x40-xchem2t-dp-params-4.csv,j-cell-40x40-xchem2t-dp-params-4,07/19/2024 09:19:35,DP 3,3,0.95,10,1000,9.866879223893613e-06,8.502289077828646e-08,700.0,0.0052591374899999,0.00089398638885,5.440000000023204e-06,2.58451966e-07,5.299999999985872e-06,0.006164122330816,0.003329801,0.009493923330816,0.2099897,699.96664,-0.00089427971,-2.9332115e-07,7.68888e-05,-3.4869184e-08,0.95000014,-0.0061534172,0.95000544,-0.0034066898,21.5082,0.04089574,700.03537,0.96973829,700.04324,700.01996,20.43279,0.2099897,0.96973829,0.030261711,0.2094756,0.96946794,0.030532065,0.9047619047619044,81.174524,85.799041
35,j-cell-40x40-xchem2t-dp-params-4.csv,j-cell-40x40-xchem2t-dp-params-4,07/19/2024 09:19:35,DP 4,4,0.9,10,1000,9.866879223893613e-06,8.502289077828646e-08,700.0,0.008105514,0.00137867766035,8.400000000019503e-06,3.98919839e-07,8.190000000074527e-06,0.009501180580189,0.00460803603,0.014109216610189,0.20998411,700.01046,-0.0013791304,-4.5273965e-07,0.00011869837,-5.3819811e-08,0.90000021,-0.0094846444,0.9000084,-0.0047267344,33.199215,0.040958104,700.10996,0.96959603,700.12823,700.0729,29.879293500000003,0.20998411,0.96959603,0.03040397,0.20919015,0.96917862,0.030821377,0.8571428571428571,81.180941,85.82171
36,j-cell-40x40-xchem2t-dp-params-4.csv,j-cell-40x40-xchem2t-dp-params-4,07/19/2024 09:19:35,DP 5,5,0.85,10,1000,9.866879223893613e-06,8.502289077828646e-08,700.0,0.0110659538,0.00188374889488,1.1500000000053134e-05,5.45685097e-07,1.1210000000039244e-05,0.012972958379977,0.00569538097,0.018668339349977,0.20997826,700.06732,-0.0018843682,-6.1930512e-07,0.00016240183,-7.3620023e-08,0.85000029,-0.012950322,0.8500115,-0.0058577828,45.414305,0.041039135,700.20673,0.96944739,700.2385,700.14157,38.60215925,0.20997826,0.96944739,0.030552607,0.2088915,0.96887623,0.03112377,0.8095238095238095,81.189657,85.84767
37,j-cell-40x40-xchem2t-dp-params-4.csv,j-cell-40x40-xchem2t-dp-params-4,07/19/2024 09:19:35,DP 6,6,0.8,10,1000,9.866879223893613e-06,8.502289077828646e-08,700.0,0.0141220409,0.00240643283534,1.4709999999973356e-05,6.98084358e-07,1.4340000000001574e-05,0.0165582218196979,0.00663311704,0.0231913388596979,0.20997219,700.13777,-0.0024072251,-7.9226466e-07,0.00020781136,-9.4180302e-08,0.80000037,-0.016529266,0.80001471,-0.0068409284,58.098316,0.041139727,700.32662,0.96929305,700.37514,700.22664,46.4786528,0.20997219,0.96929305,0.030706951,0.20858089,0.96856207,0.031437925,0.761904761904762,81.200592,85.876972
38,j-cell-40x40-xchem2t-dp-params-4.csv,j-cell-40x40-xchem2t-dp-params-4,07/19/2024 09:19:35,DP 7,7,0.75,10,1000,9.866879223893613e-06,8.502289077828646e-08,700.0,0.0172602246,0.0029448202396599,1.8030000000002208e-05,8.5571409e-07,1.7579999999961515e-05,0.0202415105537499,0.00745348615,0.0276949967037499,0.2099659,700.22236,-0.0029457914,-9.7116034e-07,0.00025481755,-1.1544625e-07,0.75000045,-0.020206016,0.75001803,-0.0077083037,71.217719,0.04126079,700.47059,0.96913341,700.53923,700.32875,53.413289250000005,0.2099659,0.96913341,0.030866592,0.20825901,0.96823694,0.031763064,0.7142857142857143,81.213964,85.909687
39,j-cell-40x40-xchem2t-dp-params-4.csv,j-cell-40x40-xchem2t-dp-params-4,07/19/2024 09:19:35,DP 8,8,0.7,10,1000,9.866879223893613e-06,8.502289077828646e-08,700.0,0.0204711578,0.0034977504043,2.146000000002868e-05,1.0184012e-06,2.0930000000030088e-05,0.0240123166055,0.00818116125,0.0321934778555,0.20995942,700.32168,-0.0034989062,-1.1557957e-06,0.00030338035,-1.373945e-07,0.70000053,-0.023970064,0.70002146,-0.0084845416,84.758098,0.041403306,700.63959,0.96896864,700.73191,700.44858,59.3306686,0.20995942,0.96896864,0.031031357,0.20792608,0.96790111,0.032098885,0.6666666666666665,81.229844,85.945916
40,j-cell-40x40-xchem2t-dp-params-4.csv,j-cell-40x40-xchem2t-dp-params-4,07/19/2024 09:19:35,DP 9,9,0.65,10,1000,9.866879223893613e-06,8.502289077828646e-08,700.0,0.023748842,0.0040646698151,2.4999999999941732e-05,1.18615808e-06,2.437999999993501e-05,0.0278640779731798,0.00883500561,0.0366990835831798,0.20995274,700.43634,-0.004066016,-1.3461849e-06,0.00035351779,-1.6002682e-07,0.65000062,-0.027814858,0.650025,-0.0091885234,98.720811,0.041568371,700.8347,0.96879874,700.95442,700.58687,64.16852715,0.20995274,0.96879874,0.031201263,0.20758195,0.96755451,0.032445486,0.619047619047619,81.244832,85.985788
41,j-cell-40x40-xchem2t-dp-params-4.csv,j-cell-40x40-xchem2t-dp-params-4,07/19/2024 09:19:35,DP 10,10,0.6,10,1000,9.866879223893613e-06,8.502289077828646e-08,700.0,0.0270898991,0.0046455153581,2.865000000007445e-05,1.35917343e-06,2.7940000000059584e-05,0.0317933636315301,0.00942956875,0.0412229323815301,0.20994584,700.56707,-0.0046470579,-1.5425419e-06,0.00040529715,-1.8336847e-07,0.60000071,-0.031736957,0.60002865,-0.0098348659,113.12087,0.041757241,701.05713,0.96862351,701.20815,700.74445,67.87252199999999,0.20994584,0.96862351,0.03137649,0.20722609,0.9671967,0.032803303,0.5714285714285714,81.264409,86.029466
42,j-cell-40x40-xchem2t-dp-params-4.csv,j-cell-40x40-xchem2t-dp-params-4,07/19/2024 09:19:35,DP 11,11,0.55,10,1000,9.866879223893613e-06,8.502289077828646e-08,700.0,0.0304930267,0.0052406311152999,3.240999999998273e-05,1.53772817e-06,3.161000000007075e-05,0.03579921554347,0.0099762278,0.04577544334347,0.20993872,700.71466,-0.0052423763,-1.7451847e-06,0.0004588292,-2.0745653e-07,0.5500008,-0.035735403,0.55003241,-0.010435057,127.98408,0.041971368,701.30825,0.96844264,701.49471,700.92226,70.39124400000001,0.20993872,0.96844264,0.031557359,0.20685767,0.96682693,0.033173067,0.5238095238095237,81.288942,86.077143
43,j-cell-40x40-xchem2t-dp-params-4.csv,j-cell-40x40-xchem2t-dp-params-4,07/19/2024 09:19:35,DP 12,12,0.5,10,1000,9.866879223893613e-06,8.502289077828646e-08,700.0,0.0339586218,0.0058507145062999,3.6310000000039366e-05,1.7223324400000002e-06,3.5410000000069e-05,0.0398827786387401,0.01048402254,0.0503668011787401,0.20993137,700.88004,-0.0058526692,-1.9546937e-06,0.00051426546,-2.3236126e-07,0.5000009,-0.039811291,0.50003631,-0.010998288,143.34879,0.042212437,701.58965,0.96825568,701.81595,701.12137,71.674395,0.20993137,0.96825568,0.031744325,0.20647559,0.96644421,0.033555787,0.4761904761904762,81.317991,86.129054
44,j-cell-40x40-xchem2t-dp-params-4.csv,j-cell-40x40-xchem2t-dp-params-4,07/19/2024 09:19:35,DP 13,13,0.4,10,1000,9.866879223893613e-06,8.502289077828646e-08,700.0,0.0410859902,0.0071202118137,4.452999999998708e-05,2.11204796e-06,4.3420000000016223e-05,0.0482962640616599,0.01141102949,0.05970729355166,0.20991584,701.26872,-0.0071226088,-2.3969863e-06,0.00063166451,-2.8493834e-07,0.40000111,-0.048208599,0.40004453,-0.012042694,175.78398,0.042783653,702.25091,0.96786099,702.57137,701.58876,70.31359200000001,0.20991584,0.96786099,0.032139012,0.20566456,0.96563446,0.034365542,0.3809523809523809,81.38073,86.246722
45,j-cell-40x40-xchem2t-dp-params-4.csv,j-cell-40x40-xchem2t-dp-params-4,07/19/2024 09:19:35,DP 14,14,0.3,10,1000,9.866879223893613e-06,8.502289077828646e-08,700.0,0.0485027085,0.0084662129616,5.3450000000010434e-05,2.53459385e-06,5.211999999998884e-05,0.0570770260554499,0.01225577821,0.0693328042654499,0.209899,701.74411,-0.0084690895,-2.8765384e-06,0.00075959179,-3.4194455e-07,0.30000133,-0.056971798,0.30005345,-0.01301537,210.95157,0.043491323,703.05961,0.96743305,703.49628,702.15937,63.285471,0.209899,0.96743305,0.032566951,0.2047778,0.96475338,0.035246624,0.2857142857142857,81.457587,86.385321
46,j-cell-40x40-xchem2t-dp-params-5.csv,j-cell-40x40-xchem2t-dp-params-5,07/18/2024 18:06:15,DP 0,0,1.05,10,1000,9.866879223893613e-06,8.502289077828646e-08,800.0,9.446880000000005e-09,-1.8670466333e-07,0.0,6.299472769999999e-11,0.0,-1.7719478860229968e-07,5.435200999e-08,-1.2284277861229968e-07,0.21,799.89196,1.8663184e-07,-7.282333e-11,8.5382201e-10,-9.8286023e-12,1.05,1.7718496e-07,1.05,-5.5205832e-08,0.0011207075,0.24198049,799.93429,0.97,799.94867,799.92877,0.001176742875,0.21,0.97,0.030000002,0.20999999,0.97,0.030000004,1.0,92.763247,98.008599
47,j-cell-40x40-xchem2t-dp-params-5.csv,j-cell-40x40-xchem2t-dp-params-5,07/18/2024 18:06:15,DP 1,1,1.03,10,1000,9.866879223893613e-06,8.502289077828646e-08,800.0,0.00101994931,0.00043346204119,6.299999999903605e-06,2.96893372e-07,6.100000000008876e-06,0.0014661082445619,0.00546945921,0.0069355674545619,0.20998817,799.93145,-0.00043379899,-3.3694881e-07,0.00011538219,-4.0055438e-08,1.0300002,-0.0014537483,1.0300063,-0.0055848414,24.707406,0.24223546,800.0023,0.96969936,800.00638,799.99508,25.44862818,0.20998817,0.96969936,0.030300639,0.20943565,0.96940958,0.030590423,0.9809523809523808,92.769372,98.049731
48,j-cell-40x40-xchem2t-dp-params-5.csv,j-cell-40x40-xchem2t-dp-params-5,07/18/2024 18:06:15,DP 2,2,1.0,10,1000,9.866879223893613e-06,8.502289077828646e-08,800.0,0.002749711,0.00117014690664,1.6900000000097393e-05,8.021704299999999e-07,1.650000000008589e-05,0.0039540600770701,0.01299878511,0.0169528451870701,0.20996804,800.01722,-0.0011710573,-9.1039336e-07,0.00031196889,-1.0822293e-07,1.0000004,-0.0039207683,1.0000169,-0.013310754,66.760919,0.24279004,800.15,0.96918764,800.17481,800.09961,66.760919,0.20996804,0.96918764,0.030812359,0.20847453,0.96840451,0.03159549,0.9523809523809524,92.779416,98.123545
49,j-cell-40x40-xchem2t-dp-params-5.csv,j-cell-40x40-xchem2t-dp-params-5,07/18/2024 18:06:15,DP 3,3,0.95,10,1000,9.866879223893613e-06,8.502289077828646e-08,800.0,0.0063246755,0.0027012739808,3.921000000006725e-05,1.85663709e-06,3.823999999996719e-05,0.00910525611789,0.02368092707,0.03278618318789,0.20992602,800.25227,-0.0027033811,-2.1071192e-06,0.00072318793,-2.5048211e-07,0.95000097,-0.0090280566,0.95003921,-0.024404115,154.52258,0.24431546,800.55478,0.96811972,800.63643,800.38615,146.796451,0.20992602,0.96811972,0.031880278,0.20646534,0.96630637,0.033693626,0.9047619047619045,92.810091,98.28901
50,j-cell-40x40-xchem2t-dp-params-5.csv,j-cell-40x40-xchem2t-dp-params-5,07/18/2024 18:06:15,DP 4,4,0.9,10,1000,9.866879223893613e-06,8.502289077828646e-08,800.0,0.0109577579,0.0047082942003,6.87499999999508e-05,3.25038551e-06,6.704999999995742e-05,0.0158051024858099,0.0321555132,0.0479606156858099,0.20987047,800.64407,-0.0047119831,-3.6888997e-06,0.0012691008,-4.3851419e-07,0.9000017,-0.015669741,0.90006875,-0.033424614,270.52246,0.24687609,801.22947,0.96670817,801.40613,800.86359,243.47021400000003,0.20987047,0.96670817,0.03329183,0.20379884,0.96353107,0.036468926,0.8571428571428571,92.864819,98.524071
51,j-cell-40x40-xchem2t-dp-params-5.csv,j-cell-40x40-xchem2t-dp-params-5,07/18/2024 18:06:15,DP 5,5,0.85,10,1000,9.866879223893613e-06,8.502289077828646e-08,800.0,0.0167141729,0.0072479308273,0.00010673,5.03763834e-06,0.00010409,0.02417796136564,0.0388517164,0.06302967776564,0.20979923,801.2449,-0.0072536481,-5.7172727e-06,0.0019737726,-6.7963436e-07,0.85000264,-0.023967821,0.85010673,-0.040825489,419.27311,0.25084693,802.26416,0.96489806,802.58724,801.59517,356.3821435,0.20979923,0.96489806,0.035101939,0.20035459,0.95996724,0.040032763,0.8095238095238095,92.952112,98.845077
52,j-cell-40x40-xchem2t-dp-params-5.csv,j-cell-40x40-xchem2t-dp-params-5,07/18/2024 18:06:15,DP 6,6,0.8,10,1000,9.866879223893613e-06,8.502289077828646e-08,800.0,0.023509536,0.0103298529782,0.0001538599999999,7.24992551e-06,0.00015007,0.0341505689037099,0.0443460369,0.0784966058037099,0.20971103,802.10985,-0.010338081,-8.2280218e-06,0.0028542871,-9.7809629e-07,0.80000379,-0.033847617,0.80015386,-0.047200324,603.39874,0.2566582,803.75381,0.96265744,804.28936,802.64695,482.718992,0.20971103,0.96265744,0.037342562,0.19604421,0.95554569,0.044454309,0.7619047619047618,93.081127,99.266226
53,j-cell-40x40-xchem2t-dp-params-5.csv,j-cell-40x40-xchem2t-dp-params-5,07/18/2024 18:06:15,DP 7,7,0.75,10,1000,9.866879223893613e-06,8.502289077828646e-08,800.0,0.0312139519999999,0.01396632074,0.0002112199999999,9.9340463e-06,0.0002060199999999,0.0456074467862998,0.0492004380999999,0.0948078848862998,0.209604,803.30484,-0.013977595,-1.127426e-05,0.0039364819,-1.3402137e-06,0.7500052,-0.045191547,0.75021122,-0.05313692,826.79436,0.26487394,805.81212,0.95993888,806.64463,804.09716,620.09577,0.209604,0.95993888,0.040061124,0.19073741,0.95016292,0.049837077,0.7142857142857143,93.262912,99.805365
54,j-cell-40x40-xchem2t-dp-params-5.csv,j-cell-40x40-xchem2t-dp-params-5,07/18/2024 18:06:15,DP 8,8,0.7,10,1000,9.866879223893613e-06,8.502289077828646e-08,800.0,0.039731129,0.018218944793,0.00028113,1.31932862e-05,0.00027423,0.0585186270792001,0.0539276765,0.1124463035792001,0.20947399,804.92401,-0.018233918,-1.4973207e-05,0.0052733345,-1.7799208e-06,0.7000069,-0.057965047,0.70028113,-0.059201011,1098.0562,0.27636002,808.60153,0.95663773,809.84282,806.05675,768.63934,0.20947399,0.95663773,0.043362274,0.18417677,0.9435969,0.056403104,0.6666666666666666,93.512704,100.49194
55,j-cell-40x40-xchem2t-dp-params-5.csv,j-cell-40x40-xchem2t-dp-params-5,07/18/2024 18:06:15,DP 9,9,0.65,10,1000,9.866879223893613e-06,8.502289077828646e-08,800.0,0.049025442,0.023240570089,0.0003683799999999,1.72373977e-05,0.0003593599999999,0.0730109894866998,0.0590704081,0.1320813975866998,0.20931262,807.12004,-0.023260133,-1.9562911e-05,0.0069700599,-2.3255133e-06,0.65000902,-0.072285575,0.65036838,-0.066040468,1434.6451,0.29260908,812.38565,0.95254143,814.19294,808.70492,932.519315,0.20931262,0.95254143,0.047458572,0.17586842,0.93540255,0.064597452,0.619047619047619,93.850032,101.37829
56,j-cell-40x40-xchem2t-dp-params-5.csv,j-cell-40x40-xchem2t-dp-params-5,07/18/2024 18:06:15,DP 10,10,0.6,10,1000,9.866879223893613e-06,8.502289077828646e-08,800.0,0.0591131639999999,0.029343468314,0.00048263,2.2481665e-05,0.00047087,0.089432613979,0.0654120448,0.154844658779,0.20910328,810.16646,-0.029368983,-2.5514686e-05,0.0092371912,-3.033021e-06,0.60001176,-0.088482147,0.60048263,-0.074649236,1871.1165,0.31648448,817.6375,0.94722935,820.25104,812.36233,1122.6699,0.20910328,0.94722935,0.052770651,0.16487933,0.92470475,0.075295246,0.5714285714285714,94.327346,102.56231
57,j-cell-40x40-xchem2t-dp-params-5.csv,j-cell-40x40-xchem2t-dp-params-5,07/18/2024 18:06:15,DP 11,11,0.55,10,1000,9.866879223893613e-06,8.502289077828646e-08,800.0,0.06996546,0.037139031381,0.0006448499999999,2.97808616e-05,0.00062927,0.1084083922425999,0.0746291799999999,0.1830375722425999,0.20881174,814.60074,-0.03717283,-3.3798619e-05,0.012524717,-4.0177574e-06,0.55001558,-0.10713829,0.55064485,-0.087153897,2478.6144,0.35417993,825.28917,0.93983541,829.11461,817.66125,1363.23792,0.20881174,0.93983541,0.06016459,0.14954239,0.90972122,0.090278777,0.5238095238095238,95.025222,104.24058
58,j-cell-40x40-xchem2t-dp-params-5.csv,j-cell-40x40-xchem2t-dp-params-5,07/18/2024 18:06:15,DP 12,12,0.5,10,1000,9.866879223893613e-06,8.502289077828646e-08,800.0,0.080404099,0.047164249926,0.0008977799999999,4.03213318e-05,0.0008766799999999,0.1293831302577999,0.093233424,0.2226165542577999,0.20839039,821.19787,-0.047210011,-4.5761074e-05,0.017554046,-5.4397422e-06,0.5000211,-0.12761411,0.50089778,-0.11078747,3355.8569,0.41738299,836.71108,0.92915779,842.36896,825.57142,1677.92845,0.20839039,0.92915779,0.070842207,0.13227477,0.88834172,0.11165828,0.4761904761904761,96.064336,106.70632
59,j-cell-40x40-xchem2t-dp-params-5.csv,j-cell-40x40-xchem2t-dp-params-5,07/18/2024 18:06:15,DP 13,13,0.4,10,1000,9.866879223893613e-06,8.502289077828646e-08,800.0,0.086557739,0.078759447709,0.0022928399999999,8.4741371e-05,0.0022484999999999,0.16994326808,0.214007064,0.38395033208,0.20661031,849.88219,-0.078855621,-9.6173291e-05,0.042150566,-1.143192e-05,0.40004434,-0.16541336,0.40229284,-0.25615763,7052.5164,0.81583678,886.77665,0.88415564,901.33708,860.01963,2821.0065600000003,0.20661031,0.88415564,0.11584435,0.11373174,0.79774752,0.20225247,0.3809523809523809,100.58012,117.17002
60,j-cell-40x40-xchem2t-dp-params-5.csv,j-cell-40x40-xchem2t-dp-params-5,07/18/2024 18:06:15,DP 14,14,0.3,10,1000,9.866879223893613e-06,8.502289077828646e-08,800.0,0.04927675,0.1640566136099999,0.00710458,0.000221953438,0.00698845,0.227648347048,0.31780569,0.5454540370480001,0.20106351,929.79145,-0.16430851,-0.00025189639,0.14031273,-2.9942952e-05,0.30011613,-0.21358526,0.30710458,-0.45811842,18472.247,3.8560883,1031.1302,0.74513636,1065.4051,964.90029,5541.674099999999,0.20106351,0.74513636,0.25486364,0.093205627,0.55522186,0.44477814,0.2857142857142857,112.9201,148.3431
61,Расчет 1 1000.csv,Расчет 1 1000,04/01/2026 10:08:30,DP 0,0,1.05,1,1000,9.866879223893614e-07,8.502289077828646e-08,1073.15,1.2350999999999792e-08,-2.561360935784e-06,0.0,7.6347202e-11,0.0,-2.548933588582e-06,2.555122252e-06,6.188663417999852e-09,0.20999997,1073.1523,2.561273e-06,-8.7935784e-11,3.0348748e-08,-1.1588582e-11,1.05,2.548922e-06,1.05,-2.585471e-06,0.0069541899,5.4575519,1073.1517,0.96999996,1073.1522,1073.1507,0.007301899395,0.20999997,0.96999996,0.030000045,0.20999901,0.97000358,0.030000177,1.0,7.9648241,131.46736
62,Расчет 1 1000.csv,Расчет 1 1000,04/01/2026 10:08:30,DP 1,1,1.03,1,1000,9.866879223893614e-07,8.502289077828646e-08,1072.85,0.00010456,0.000531987972,1.4399999999969992e-05,6.85542349e-07,1.399999999995849e-05,0.0006656335143489,0.01870265249,0.0193682860043489,0.2097268,1073.1746,-0.000532766,-7.78028e-07,0.00047940451,-9.2485651e-08,1.0300004,-0.000637326,1.0300144,-0.019182057,57.059417,5.457166,1073.1433,0.96930568,1073.187,1073.0067,58.77119951,0.2097268,0.96930568,0.030694324,0.20924053,0.96901004,0.030993718,0.980952380952381,7.9594926,131.56626
