selection_rule,P27,P46,P47,P52,predicted_P76,predicted_P62,predicted_P79,predicted_P89,rank,crowding,nearest_source_file,nearest_name,nearest_dataset_P76,nearest_dataset_P62,nearest_dataset_P79,nearest_dataset_P89,feature_distance_to_dataset,distance_to_ideal,population_size,generations,surrogate_P76_R2,surrogate_P76_MAE,surrogate_P62_R2,surrogate_P62_MAE,surrogate_P79_R2,surrogate_P79_MAE,surrogate_P89_R2,surrogate_P89_MAE
min_distance_to_ideal_over_all_generations,0.6405805886619518,6.2554487813181705,112.70730853630388,889.0225139913696,7842.702506963215,0.33878810427783285,0.5611541896487524,0.618809523809525,0,0.21660303220311022,Расчет 5 200.csv,DP 8,4976.8757,0.2895378146991001,0.66720068,0.6666666666666666,0.2784403186992379,0.5353377371369787,40,20,0.8056187322078583,822.7005898553987,0.8244157554708303,0.022189527963983505,0.7179867716128674,0.012025692908905924,0.9999964103774219,0.00018320105820331575
